porti,携带
telegrafo,发报机
telegramo,电报
telegrfa kodo,电码
telegvidi,导航
telekomuniko,电信
telekonduki,导航,遥控
telelkondukata misilo,导弹
teleregi,遥控
telero,碟,盘子
teleskopo,望远镜
televida elsendo,电视广播
televida kamerao,录像机,摄象机
televidilo,电视机
televizio,电视
telfero,缆车
tembro,音色
temo,话题,题材,题目,主题
tempa diferenco,时差
temperamento,脾气,气质,性格,性情,性子
temperaturo,气温,体温,温度
tempesto,暴风雨,风暴
tempio,太阳穴
templabori,计时劳动
templo,庙,寺院
templo por memorigi pri prapatroj,祠堂
tempo,工夫,光阴,节拍,时光,时候,时间,时节,时期,时态
tempolima,时限
tempolimo,期限
tenaca,黏
tenaceco,韧性
tenajle ataki,夹攻
tenajlo,钳子
tendenco,倾向,趋势
tendo,帐篷
tendumi,安营扎寨,露营
tenejo,仓库,储藏所,库房,贮藏宝
tenema,黏
teni,把握,保持,保存,持,持有,维持,拥有,掌握,抓住
teni en la arkivo,存档
teni nazon supren,翘尾巴
teni sekreton,保密
tenigho,姿态
tenilo,把柄,把手,柄,拉手
teniso,网球
tenoro,男高音
tensio,电压
tenso,时态
tenti,勾引,引诱,诱惑
teo,茶,茶水,茶叶
teo kun butero,奶茶
teokratio,神权
teoleo,茶油
teologio,神学
teoremo,定理
teorio,理论
teplantejo,茶园
terajhisto,挖土工人
teramaso,土地
terarmeo,陆军
teraso,平台,阳台
terceto,三重唱
terebintoleo,松节油
tereno,场地,地形
teretagho,底层
terfalo,山崩
terglito,坍方
terglobo,地球
teritorio,版图,国土,疆土,疆域,领土
terkabano,土房
terkapo,地角
terkolo,地峡
terkrusto,地壳
terkulturi,种地
terkulturisto,农夫,农民
terlito,炕,土炕
termezura stango,标杆
termino,术语
terminologio,术语
termito,白蚁
termobotelo,暖水瓶,热水瓶
termoelektra centralo,热电厂
termoelektrejo,火力发电站
termoenergio,热能
termofonto,温泉
termometro,寒暑表,温度表
termonuklea reaktoro,热核反应堆
termoso,暖壶,暖水瓶,热水瓶
terni,打喷嚏,嚏喷
terno,喷嚏
ternukso,落花生
tero,地,地球,陆地,泥土,世界,土地
teromagnetismo,地磁
terorismo,恐怖主义
teroro,暴政,恐怖
terpecho,地沥青
terpeco,地皮
terpomo,马铃薯,土豆
terrento,地租
tershovigho,山崩
terskrapilo,铲土机
terskuo,地震
tersurfaco,地表,地面
tertremo,地震
terura,可怕
terura songho,恶梦
terurighi,害怕
teruro,恐怖
tesalono,茶馆
testamento,遗嘱
testeno,筵席
testi,测验
testiko,睾丸
testudo,龟,王八,乌龟
tetano,破伤风
tetaso,茶杯
tetraciklino,环素
tetrao,松鸡
tetrinkejo,茶馆
tezo,论点,论断,学说
tezuri,衡量
tia,那样
Tia'an men-Pordego,天安门
tial,所以,因此
tiam,当时,那会儿,那时
tie,那里
tiel,如此
tiel en realo kiel en nomo,名副其实
tiel nomata,所谓
ties,那人
tifo,伤寒
tiga tubero,块茎
tigo,秆,梗,茎
tigro,虎,老虎
tigrofawko,虎口
tigronesto,虎穴
tiktaki,滴答
timema,胆小
timi,胆怯,害怕,怕,畏惧
timi malfacilon,畏难
timigi,恐吓
timinda,可怕
timonparo,辕
timpana membrano,鼓膜
timpano,中耳
timulo,懦夫
tinio,头癣
tinkturo,酊剂,染料
tinti,叮当
tintilo,铃挡
tiom,那么多
tipkesto,字模箱
tipo,类型,式样,型号
tipografio,铅印
tirana,专横
tiranismo,暴政
tirano,暴君,豪强
tiri,汲取,拉,牵,牵引,拽
tirighi,延伸
tirkesto,抽屉,屉子
tirmigi,吓唬
tiroido,甲状腺
titolo,标题,称号,题目
tiu,那个
tiu chi loko,此地
tiu chi momento,此刻
tiu chi tempo,此时
tiuj,那些
tiutempe,当时
toasto,烤面包
tohuo,豆腐
toksi,中毒
toksino,毒素
tokso,毒物,毒药
toleri,宽容,忍受,容忍,隐忍
tolerl,姑息
tolo,布,麻布,亚麻布
tolshuo,便鞋
tomato,番茄,西红柿
tombo,坟墓,陵墓
tombofoso,墓穴
tomboshtono,墓碑,石碑
tomboskribo,碑文,墓志铭
tondi,剪
tondilo,剪刀
tondomashino,推子
tondri,打雷
tondro,轰鸣,雷,雷声
tonelaro,吨位,载重量
tonforko,音叉
toniko,补品,补药,滋补品
tono,调子,口气,口吻,口音,腔调,色调,声调,音调,语调,语气,乐音
tonsilo,扁桃体
TopCroak,桃壳
topografia avantagho,地利
topografia mapo,地形图
topografio,地形
toraka hhirurgio,胸外科
torako,胸腔
torcho,火把,火炬
tordi,搓,捻,拧绞,扭,扭曲,扭伤
tordorompi,拧断
torente,滔滔地
torenti,奔流,流,汹涌
torento,洪流,激流,急流
torfo,泥煤
torni,车,琢磨
tornilo,车床,旋床
tornistro,背包,书包
tortikolo,歪颈
torturbenko,老虎凳
torturi,拷问,折磨
torturo,酷刑
tosti,干杯
tosto,敬酒,碰杯,祝酒
totala sumo,总额,总数
totale,共计
totalismo,极权主义
totemismo,图腾制度
totemo,图腾
towfuo,豆腐
trablovo,穿堂风,过堂风
trabo,横梁,梁
trabori,钻孔
tradicia opero,戏曲
tradicio,传统,惯例
traduki,翻译
traduki lawvorte,直译
tradukinto,译者
traduko,译本,译文
trafa,中肯
trafi,打中,击中,碰中,射中,遭受,遭遇
trafika akcidento,车祸
trafikilo,交通工具
trafiko,交通,运输
tragedia,悲惨
tragedio,悲剧,惨剧
tragika,悲惨
trahheito,气管炎
trahhero,气管
trairejo,通路
trairi,贯穿,通过
trajektorio,弹道
trajno,火车,列车
trajto,面部轮廓,面貌,特点,特性,特征
traka pesilo,轨道衡
trako,轨道
trakomo,沙眼
trakontroli,盘查
trakopii,描摹
traktajho,论文,学术论文
traktato,论文,条约,学术论文
trakti,办理,阐述,处理,处置,对待,看待,论述,谈判,应付
traktoro,铁牛,拖拉机
tralavi,冲洗
tralegi,通读
tralikighi,泄漏,走漏
tramalsekighi,湿透
tramo,电车,有轨电车
tramovojo,有轨电车道
tranchdento,门牙
trancheo,壕沟,战壕
tranchi,割,切,切割
tranchilo,刀
tranchmaniero,剪裁法
trankvila,安宁,宁静,恬静,镇静的
trankvile,安静,安心
trankviligajho,镇静剂
tranokti,过夜
tranreni,按受
transdiri,转达
transdoni,转交
transformatora stacio,变电站
transformatoro,变压器
transformi,变革,改造
transformighi,转变,转化
transiga ordono,调令
transigi,调动
transigi posedantecon,过户
transira,他动,暂时
transiri,过渡,越过,转移
transistoro,晶体管,晶体管收音机
transitiva,他动
transitiva verbo,及物动词
transkapighi,腾空翻
transkapighi antawen,前滚翻
transkapigho,空翻
transloghighi,搬家,迁居,迁移
translokighi,转移
transmara,海外
transmeti,移置
transmisii,传动
transmonda,来世
transpasi,越过
transpasi la landlimon,越境
transplanti,移栽,移植,栽植
transplanti rizplantidojn,插秧
transponti,架桥
transporta kosto,运费
transporti,搬运,传送,输送
transporto,运输
transpostenigi,调动
transpoti shipe,水运
transpreni,接收
transrugha radio,红外线
transsenda lineo,输电线路
transsendi,转播
transshovado,驱逐出境
transshtata korporacio,跨国公司
transskribi,抄写,誊写
transtera,来世
transversa,横
transversa sekco,横断面
transvesti sin,更衣
trapasi,穿越,经历,通过,通行,走过
trapenetri,贯穿,浸透,渗透
trapo,菱角
trarigardi,纵观
trarompi,冲破,突破
traserchi,搜查,搜索
trasomerumi,避暑
trasonghi,虚度
travidebla,透明
travidi,洞察,看穿,识破
travintri,过冬
travivi,经历,体验,遭遇
travojaghi,周游
tre,很,十分
tre bedawri,痛错
treege,极其
trejni,操练,培训,训练
trejni soldatojn,练兵
trejnisto,教练
trembrili,闪烁,闪耀
tremi,颤抖,哆嗦,发抖
tremo,震颤
trempi,浸,渍
treni,拉,牵,拖,拽
trenreto,拖网
trenstrio,尾浪
trenveturilo,拖车
treti,踩,践踏,脚踩,蹂躏
tretmuelilo,脚踏磨
trezorejo,宝库
trezoro,宝藏,财宝,珍宝
Tri Popolaj Principoj,三民主义
tri(op)o,三重唱
tria mondo,第三世界
triangulo,三角形
tribestro,酋长
tribordo,右舷
tribunalo,法庭
tribuno,讲台,讲坛
tributi,朝贡,进贡
tributo,贡品
tributo kaj imposto,贡税
triciklo,三轮车
tridento,三齿叉
triki,编织
trikotajho,针织品
trilo,颤音
trilogio,三部曲
trimastulo,三桅帆船
trimestra gazeto,季刊
trimestro,季度
trink-vazeto,水罐
trinkajho,饮料
trinki,喝
trinki akvon,饮水
trinki teon,饮茶
trinkmono,小费
tripieda benko,三角凳
tripiedo,三角鼎,三角架
tripkolbaso,腊肠
tripunkto,省略号
trirada motorciklo,三轮摩托车
tristo,悲伤
tritiko,麦子,小麦
triumfarko,凯旋门
triumfi,战胜
triumfo,凯旋,胜利
triviala,粗俗,庸俗
trivialajho,低级趣味
tro,过分,太
trockiismo,托洛获基主义
trockiisto,托派
trofeo,战利品
trogo,槽,灰槽
troigo,夸张
trolebuso,电车,无轨电车
trolo,拖网,鱼网
trombono,长号,喇叭
trompa anifiko,骗术
trompi,谎骗,瞒,蒙哄,骗人,欺骗,诱骗,诈骗,招摇撞骗,撞骗,作弊
trompi unu la alian,尔虞我诈
trompighi,上当
trompisto,骗子
trompo,骗局
trono,宝座,皇位,王权,王位
tropika fisho,热带鱼
tropika zono,热带
tropiko,回归线
troti,碎步
trotuaro,人行道
trovi,发现,认为,找到
trovighi,位于,有
trudi,迫使,强制
trudighema,冒昧
trui,穿孔
trulo,镘,抹刀
trumpetisto,吹鼓手
trumpeto,号角,喇叭
trunka kanalo,干渠
trunketo,茎
trunko,躯干,树干
truo,洞,孔,穴
trupo,部队,队,队伍,军队
truskeno,鸭嘴笔
trusto,托拉斯
tualeta akvo,花露水
tualetejo,盥洗室
tualeto,梳妆品
tualetotablo,梳妆台
tualetsapo,香皂
tuberkulozo,痨病
tubero,疙瘩,瘤子
tuberoso,晚香玉
tubo,管道,管子,简
tuburkulozo,结核
tuchbastoneto,墨条
tucho,墨
tuchpeniko,毛笔
tufo,一丛,一簇
tuj,即刻,立即,立刻,连忙,马上,迅即
tuj apud,紧挨着
tuko,巾
tuko por bano,浴巾
tumo,烟
tumoro,瘤子,肿瘤
tumulto,暴乱,变乱,动乱,骚动,骚乱,事端
tunaro,排水量,载重量
tunelo,地道,巷道,坑道,隧道
tuno,吨
turbino,透平机,涡轮机
turdo,画眉
turi,扭转
turismaj notoj,游记
turismo,旅行,旅游
turisto,游客
turmente pridemandi,拷问
turmenti,虐待,折磨
turmento,磨难
turnakvo,旋涡
turni,转动
turnighi,打转,旋转
turnighi en,变成
turniro,比赛
turnopunkto,转折点
turo,角塔,塔
tushi,触,触动,涉及
tushlinio,边线
tushshtono,试金石
tusi,咳嗽
tuta,全部,全体,所有,完全,整个的
tuta vivo,平生
tutanime,全心全意
tutkora sindedicho al publika devo,克已奉公
tutkore,全心全意
tuttage de mateno ghis vespero,一天到晚
ujo,器皿,容器
ulcero,溃疡
ulmo,榆树
ultimato,最后通牒
ultrarugha radio,红外线
ultrasona difekto-detektilo,超声波探伤仪
ultraviola,紫外线
ululi,狼叫
umefloro,梅花
umeo,梅
unaklasa,一等
unco,盎司
ungego,爪
ungilo,指甲刀
ungo,指甲,爪
uniformo,军服,制服
unika,唯一,无双
unio,联合会,联盟
universala,普遍,通用,万国
universala vero,普遍真理
universitato,大学,综合大学
universo,万物,万象,宇宙
unu alia,互相
unu flanko,一边
unu latero,一边
unu post alia,挨次,纷纷,陆续,逐一
unua,第―
unua amo,初恋
unua awtobuso,首车
unua eldono,初版
unua loko,首位
unuafoje,初次
unuagrada,一等,优等
unuaklasa,头等
unuanima,同心同德
unuanime,齐心,一齐,一条心,一致地
unuapashe,初步
unuaranga,头等
unue,首先,优先,最初
unuece,一致地
unuecofronto,统一战线
unuflanka,片面
Unuighintaj Nacioj,联合国
unuigho,团结
unuigi,联合,统一
ununura,唯一
unuo,单位
unuopa,单独
unuopa lito,单人床
unuopa ludo,单打
unusola,单一
unuspire,一气
unutona,单调
unuvoche,齐声,一致地
unuvorto,总而言之,总之
unzurpi,窃据
uragano,暴风,风暴,狂风
Urano,天王星
urba murego,城墙
urba pordego,城门
urba registaro,市政府
urbano,市民
urbestro,市长
urbeto,市镇
urbo,城市
ureo,尿素
uretro,尿道
urgha,急迫,紧急
urgha bezono,急用
urgha kuracado,急救,急诊
urgha legho,紧急法
urgha sevo,急救
urgha stato,紧急状态
urgha telegramo,急电
urghe,迫切
urghi,催促,敦促
urina veziko,膀胱
urinejo,男厕所
urini,小便,小解
urinujo,尿壶,尿盆
urna,唯一
urno,水缸,水坛,坛子
ursa galveziko,熊胆
ursa piedo,熊掌
urso,狗熊,熊
urtikario,风疹
utero,子宫
utila,益处,用处,有益,有用
utila birdo,益鸟
utila insekto,益虫
utili,有利
utiligi,利用
utilismo,功利主义
utilo,好处
utopia socialismo,空想社会主义
uverturo,序曲
uzado,用法
uzanto,用户
uzateco,用处
uzi,采用,利用,使用,应用,用
uzi forton,动武
uzi publikan oficon por propra gajno,假公济私
uzindikoj,使用说明
uzino,制造厂
uzinstrukcioj,使用说明
uzo,用法,用途
uzuro,高利贷
uzurpi,篡夺
uzurpi la tronon,篡位
uzurpi shtatan potencon,窃国
uzvaloro,使用价值
vaaporo,水汽
vadi,跋涉,涉水
vagabondo,流浪者,游民
vagantaj banditoj,流寇
vaganto,流浪者
vagi,流浪,漫游,徘徊,彷惶,漂泊,游荡
vagino,阴道
vaglumo,鬼火,磷火
vagonaro,火车,列车
vagono,车厢
vagulo,游民
vaka,空白
vakcini,接种,种痘
vakcino,痘苗,疫苗
vaksa krajono,蜡笔
vakso,蜡
vakua tubo,真空管
vakuo,真空
valida,有效
validighi,生效
valizo,手提箱,提包
valo,山谷
valora,宝贵,贵,值钱
valorajho,珍品
valorega,无价之宝
valori,有价值,值
valorpapero,有价证券
valoto,价值
valso,华尔兹舞,圆舞曲
valvo,阀门,活门
vampiro,吸血鬼
vana,徒劳,无效
vandalo,野蛮人
vando,间壁
vane,白费,徒然,枉费,枉然
vane pasigi,虚度
vane provi,妄图,妄想
vangbati,打耳光
vangfrapi,打耳光
vangharoj,颊须,腮须
vango,脸蛋儿,面颊,腮邦子
vangodento,臼齿
vangofrapo,耳光
vangosto,颧骨
vanigi,辜负
vanta,空虚,虚妄
vaporhejtado,汽暖
vaporighi,泡影,破灭,蒸发
vaporo,水蒸气,蒸气
vaporshipo,轮船,汽船
vaporturbino,汽轮机
varbi,吸收,招募,征募
varbi laboristojn,招工
varbi lernantojn,招生
varbi soldarojn,招兵
varbi soldatojn,征兵
varia kurzo,浮动汇率
variacio,变奏曲
varianta kapitalo,可变资本
varicelo,水痘
varieteo,杂耍
varii,变化,变幻
varilo,天花
varma,暖和,热,热烈,温暖
varma koro,热忱
varma somero,炎暑
varmbotelo,暖水瓶,热水瓶
varmego,炎热
varmejo,暖房,温室
varmeltena,耐热
varmeta zono,温带
varmfluo,暖流
varmighi,发热
varmigi,加热,烧热
varmigilo,暖手炉,暖水袋
varmizola,隔热,绝热
varmo,热,盛情
varo,货物,商品
varpo,经纱,经线
varti,抚养,看护,养育
vartistino,保姆
vartrajno,货车
vartransportado,货运
vaskulo,血管
vasta,广大,广泛,广阔,浩瀚,宏大,开阔,宽敞,宽广,宽阔,辽阔
vasta senco,广义
vatita jako,棉袄
vatita litkovilo,棉被
vatita pantalono,棉裤
vatita vesto,棉衣
vato,棉花,棉絮
vatto,瓦特
vazo,容器,坛子
ve,唉,倒霉
vefto,纬线
vegetajharo,植被
vegetajho,植物
vegetala plado,素菜
vegetala rawpo,虫草
vegetalo,植物
vegetara,吃素,素食
vehiklo,媒介
vei,哀叹
vejchio,围棋
vejno,静脉,纹理,叶脉
vekhorlogho,闹钟
veki,唤起,唤醒,激起,叫醒,引起
vekighi,醒来
vekigho,觉醒
vekto,扁担,枰杆
vektoporti,挑担
veldi,焊接
veldodrato,焊条
velki,凋谢,枯萎,衰颓
velkozo,枯萎病
velo,帆
veluro,绒,丝绒,天鹅绒
vendejo,店,商店
vendejo de malnovaj objektoj,旧货店
vendi,出卖,出售,卖,售
vendi je kredito,赊卖,赊账
vendi podetale,零售
vendi pomalgrande,零售
vendi sian havajhon,变卖
vendisto,店员,售货员
vendotablo,柜台
vendredo,星期五
venena gaso,毒气
veneni,中毒
veneno,毒,毒物,毒药
venghi,报仇,限复,复仇
veni,到来,来,来到
veni en la mondon,出世
venki,挫败,打败,获胜,击败,克服,赢得,战胜,制胜
venkinto,优胜者
venko,胜利
venonta jaro,来年
venta rapideco,风速
ventanima,没头脑
ventkapa,空虚,没头脑,轻浮
vento,风
ventoli,透风
ventomontrilo,风向标
ventomuelilo,风车
ventro,肚子
ventrodikighi,大腹便便
ventumi,簸扬,扇,扬场
ventumilo,扇,扇子
ventummashino,扬场机
venusmonto,阴阜
Venuso,启明星
vepro,荆棘丛
vera,实在,真的,其实的,真正的
vera intenco,本意
verajho,实话
verbo,动词
verda,绿色,青色
verda sterko,绿肥
verda teo,清茶
verdateo,绿茶
verdigi,绿化
verdikti,判决
verdikto,判决书
verdire,老实说
vere,确实
vergi,鞭打
vergo,鞭子,荆条,枝条
verhaioa,可能
verki,创作,写作,著述
verkinto,著者,作者
verkisto,作家
verko,著作,作品
vermichelo,面条
vermiljona,朱红的
vermo,蛆虫,蠕虫
verniso,清漆
vero,道理,真理,真情
vershi,倒,倾倒,洒
vershi personan malamon,泄私愤
versimila,逼真
verso,诗行,诗句
versparo,对联
vertebraro,脊柱
vertebro,脊椎,脊椎骨,椎骨
vertebrulo,脊椎动物
vertikala,垂直,竖,直立的
verto,顶,头顶
veshto,背心,坎肩,马甲
vespera lernejo,夜校
vespera universitato,夜大学
vesperjhurnalo,晚报
vespermangho,晚餐,晚饭
vespero,黄昏,晚会,晚上,夕
vesperrugho,晚霞
vesperto,蝙蝠
vespiri,哀叹,叹息
vespo,黄蜂,马蜂
vest-arko,衣架
vesta shranko,衣橱,衣柜
vesti,穿戴
vestiblo,前厅
vesto,服装,衣服,装束
veterano,老兵,老手,宿将,元老
veterinaro,兽医
vetero,天气
veti,打赌
vetkur(ad)o,赛跑
veturi,乘,行驶
veturigi,驾驶,开车
veturilo,车,车辆
veturmalsano,晕车
veturvojo,航路
veziko,气泡,水泡
vi,你,你们
via ekscelenco,阁下
Via Majesto,陛下
via moshto,阁下
Via Regha Moshto,陛下
vianda gelatenajho,肉冻
viandbovo,菜牛
viando,肉,肉类
viandpoto,焖锅
vibri,颤动
vibrigi,振荡,振动,震动
vibro,震颤
vicaro,行列
vicatendi,排队
vicigi,排队,排列
vicmontra numeralo,序数
vico,次序,行列,排,顺序,一连串,一列,―排,一系列
vicpeco,备品
vidado,视觉,视力
videbla,有形
vidi,看到,看见,看望
vidkampo,视野,眼界
vidkapablo,视力
vidpunkto,观点
vidsenso,视觉
vidvergo,标杆
vidvino,寡妇
vidvo,鳏夫
vigla,好动,轰轰烈烈,活泼,活跃,精神焕发,警觉,灵活,敏捷,蓬勃,生气勃勃,兴旺,有生气
vigleco,活力,朝气
vigligi,振兴
viktimo,被害人,牺牲品
vila,毛茸茸
vilagha ghentlemano,乡绅
vilagha sinjoro,乡绅
vilagho,村庄,农村,乡村,庄子
vilao,别墅
vilo,绒毛
vilupto,淫乐
vimenajho,柳条制品
vinagro,醋
vinbero,葡萄
vincho,绞车,卷扬机
vindaso,绞车
vindi,包扎
vindo,襁褓
vinilono,维尼纶
vino,酒,葡萄酒
vintra dormado,冬眠
Vintra Solstico,冬至
vintra umefloro,腊梅
vintraj ferioj,寒假
vintro,冬季,冬天
vintroghardeno,暖房,温室
violo,紫罗兰
violono,小提琴
vipi,鞭打,抽打
vipo,鞭子,皮鞭
vipuro,腹蛇,蝰蛇
viradulti,鸡奸
virga,纯洁,清白,童贞,未开垦,贞节的
virga tero,荒地
virgulino,处女
virina federacio,妇联
virina necesejo,女厕所
virina ordinarajho,月经
virino,妇女,女人
viro,汉子,男人,男子
virsekso,雄性
virto,美德,品德
viruso,病毒
vishi,擦
vishtuko,巾
viskoza,黏
vitala parto,要害
vitamino,维生素,维他命
vitiligo,白癜风
vitro,玻璃
viva,生动
viva budho,活佛
viva estajho,生物
vivaj fortoj,有生力量
vivajho,生物
vivbezonajho,生活必需品
vivdawro,寿命
viveca,生动
vivforto,生命力
vivi,生存,生活
vivi en grupo,群居
vivlongeco,寿命
vivmaniero,生活方式
vivnecesajho,生活必需品
vivo,生命,寿命,性命
vivoplena,生气勃勃
vivovera,逼真
vivrimedoj,生活资料,生计
vivteni,养活
vivuo,万岁
vizaghe al,面临
vizaghesprimo,表情
vizagho,面孔,面目,客貌
